,label,text_a
2,0,对R]作为精致的JUJU女孩  对于颜值这一块是灰常在意的  尤其是随时随地都要拿出来补妆的气垫BB霜  最近安排了这款十分she华的气垫，拿出来补妆都都觉得hin高级
297,0,这什么轻薄的神仙持妆粉底液！
193,1,?好仙好闪！
331,1,再加上里面有天ran的沙漠仙人掌  可以把水分牢固锁住wan强抵kang~~  作为一个大干皮，真的爱惨了这肤感！
281,0,我的口红日记
56,0,莹莹子的年度爱用好物分享｜小眼睛看过来～  今天就来给你们分享一下我给的年度爱用护肤品 就是这款ELEMIS海洋胶原霜和玫珂菲散粉~
342,0,日杂奶茶冻～尊滴忍不住想亲  #715 迷失  这个颜色巨日杂啊！
33,0,春天来了！
297,1,完全不会给肌肤带来负担的精华  洗完脸后水乳前使用  质地清透延展性好  很好推开，吸收很快，不油不腻  摸起来脸nunnun的像鸡蛋一样 弹弹的呢  修复了受损的肌肤屏障 镇定保湿  看上去肤色也变白变亮了  -  重点是后续的护肤也不会搓泥  痘痘肌也可以用，不会闷痘哒
47,1,给脸部做个柚子浴叭  今日份表白 植村秀日本柚子洁颜油  磨砂质地的瓶身 亮眼的包装  外观设计简约大气  手感也敲级好  整体高级好看就对了??  而且是我这段时间用过卸妆坠快的卸妆油了!
272,0,毕竟可爱不分年龄。
152,0,喝不够的自制水果茶冬夏都离不开了！！！
75,0,干皮星人必备养肤气垫！
150,0,产品和具体手法都在图上啦～还有什么不懂评论区可滴滴！
385,0,诺为 迷你口红夹板  发型可以修缮一个人气质，柔和的发型遮脸型，波浪的发型可以让锋利的线条弱下来。
39,1,巨显白！
73,0,365件值得买（17）痘肌/生理盐水/去痘镇定  不经常长痘的，可能不太用这个
298,1,戴口罩不闷痘  真滴太喜欢BOBBI BROWN 家滴产品了 彩妆类的心头爱  过年前就入了BOBBI BROWN 羽柔持妆粉底液  带回去过新年真是对了！
334,0,像咕噜噜的喝了一大口冰水~起皮干燥像被从里子清除干净一样！！
313,0,拜拜衰老脸| 抗老新功课我替你们做好了  不知道你们看到镜子里自己憔悴的脸是什么感觉  反正我看到自己熬夜之后的暗黄和浮肿真的接受不了  都说抗老是女人一辈子的事业，我可不想输  闺蜜最近推荐了一个抗老宝藏——光雕双锋  搭配专用的精华，每天只要6分钟  简直太方便了吧  要知道之所以我坚持不下去用美容仪  那些做一次动则二三十分钟的美容仪都有责任  光雕双锋是属于资生堂旗下新的科技抗老品牌EFFECTIM玑姸之光  而且跟其他的美容仪不同  光雕双锋是美容仪+精华的CP组合  美容仪和精华共同作用对抗脸部老化问题  保养效果超越单独涂抹护肤品或单独使用美容仪  这对CP我磕了！
238,0,哈喽集美们有没有在认真防晒呢？
84,0,～～～  持妆能力的话，感觉一天下来，只有鼻子两翼稍稍岀油，整体很棒了，一整天也没有卡  粉卡纹的情况出现，干皮姐妹真的可以入！
333,0,所以你们如果也决定开始尝试OI系列的话，记得要坚持！
237,0,热门防晒测评｜轻盈水感持久防晒的是哪支？
193,0,宿舍6个人点这个中了4个惊喜盒子！
160,0,?新的一年，牛年祝你温柔  ?浓浓的情意，深深的祝福，绵绵怀念，切切问候。
363,1,为这个沐浴露疯狂打CALL！
154,1,牛年大吉  牛劲十足  牛转乾坤  牛至大吉  牛年无忧  牛年好运  牛运亨通  牛事冲天  牛角勾福  牛羊满圈  牛气冲天  牛势冲盘  ?祝大家2021年新年嗨皮Happy 牛 year  ?事业牛 能力牛 前程牛 祝牛气冲天 牛运当头  ?牛年新气象 祝你金牛纳福 牛年鸿运  ?愿衣襟带花，岁月风平，牛运亨通，牛转乾坤  ?祝你发财 祝你被爱 祝你好运常在 牛年牛牛牛  ?牛运当头、大吉大利。
80,0,奶油肌立现阿！
242,0,5H抵御紫外线  一整天都不用补涂 真的这么！
144,0,肿眼泡丨春日桃花软妹妆初恋消肿教程  春天来了！
259,0,和各位姐妹们说底妆服帖其实和上底妆的工具也有关系哦，我平时喜欢用美妆蛋来上妆。
72,0,#美貌营业中
12,0,广东人夏日出门标配  广东人夏天真的离不开柠檬茶  别怀疑！
24,1,是属于越闻越爱的类型！
211,0,想买龚俊同款却意外发现这瓶玫瑰酱！
359,1,这神仙芝士酱！！
117,0,平时素颜上班来不及化妆 随手抓起来涂一下  立马提气色！
135,1,冬混干的我用着蛮清爽的！
285,0,里面富含三螺旋胶原和六胜肽  这些都是抗老届的老网红了吧？！！
357,1,春日穿搭 周末在好玩的凡几市集～  -  大型有趣灵魂聚集地  凡几市集好玩子！！
180,1,不是那种很齁的味道 淡淡的闻着好苏胡  这三瓶平时按照自己的需求选就可以啦~
304,1,红/蓝/黑单用都?，附着显色力还不错，黄色比较清透滋润感多一点～  蛮好玩der！
124,1,气质又温柔昂～过年涂  拜年太适合了啦  #T31 甜豆时荼  这个蛮日杂感满满啊～带妆涂又甜又酷
126,0,基本上也是比较简单的cut crease。
8,1,而且从发根到头发丝儿都感觉汲取足够的营养  整个焕然一新自带高光了哇！
277,0,相反里面的冰川水  一抹就化开 像把脸浸在冰水里hin酥服~  前段时间皮肤干到爆皮 我用它直接厚敷都不油腻！
2,0,秀发自带高光の秘密大公开！
62,1,偷笑R]牙渍  可能很多敏感牙齿的姐妹会比较担心  害怕美白类型的牙膏用起来刺激  但是高露洁无水酵素牙膏采用的超细颗粒摩擦剂  不会伤害牙釉质  所以是牙齿敏感[大笑R]也适用哦  起泡很快！
214,0,作为植萃界的天花板，fresh家随便哪个拿出手都没得挑[暗中观察R]  这阵子换季，经常会莫名觉得脸这痒痒，那干干  再加上追剧熬夜，白天照镜子都觉得暗淡
145,0,2??先刷睫毛打底，要从根部慢慢刷，少量多次。
29,1,姐妹们想收获一枚个性一点的香水  它就是不错的选择呀～
213,0,我其实一直脸上就有些闭口  上大学之后更是作息不规律 那些闭口一直消不掉  脸坑坑洼洼 特别难看我那时候像是“病急乱投医”  听人家说什么刷酸换脸！
175,0,变嫩CP??跟着韩国女生一起用?皮肤好到哭？
318,0,情侣甜蜜暴击全糖分日常互动分享  在日常生活中，给彼此创造点儿舒适的感觉，在彼此感觉疲劳的时候多增加一些小互动，且要有灵魂要有心思经营关系～  [害羞R][害
230,0,显白不得不服  偏甜主义的唇釉！
250,0,还有教练随时online帮你安排课程，带你一起正确合理科学减重。
239,0,会有一点光泽感！
76,1,青色atelier intimo-焦土重生珊瑚蕾丝无钢圈上衣  蕾丝太精zhi了  用的是世_界三大殿_堂级蕾丝之yi的  列维斯手工蕾丝 人工古_法编织 工艺精_湛  高级感满满 巨有设计感！
24,0,脱毛蜡纸你用对了吗！
59,0,每天早晚我都会拿它刷牙！
0,1,低饱和度口红唇釉爱用集！
112,0,和我一起是不是多晚都不算晚  日常碎片3.
85,0,（被称为干皮救星真的没有错了）
176,1,看韩剧总是羡慕女生吹弹可破的脸蛋  又透又亮像瓷娃娃似的！！！！
188,0,每晚都想宠幸它  母胎黑的我，想要米白错了吗？
96,1,我觉得它就是受损发救星！
74,0,?  20岁左右就要有k糖化的意识了姐妹们  k糖化k初老的精华是真的很有必要了??
330,0,来自极地的冰川水提取物可以灵活钻进每一个毛孔  给脸蛋360°无死角的补水滋润~
56,0,坚持使用牙齿会[
308,0,全能管防晒一支满足你所有需求，假期随身携带，不假白，清爽不油腻，户外室内两不误！
296,0,麝香
15,0,先说下乳液，是防晒值SPF30 PA+++，首先我想说防晒真的很重要，日本那些美丽的护士不管是在室内还是室外，每天都会涂防晒霜，她们说这就是她们预防长斑的法宝之一。
111,1,我最不喜欢身体乳油腻腻的  这款身体乳肤感nice！
257,1,我的浴室少不了它  成分天然，没有啥高wei防fuji  炒鸡温和的那种，敏感肌都可用  质地很清透，有淡淡的植物清香  泡泡还软软的，洗完香香的没有异味  特别夏天和姨妈期，用起来很清爽很干净  敲舒适，女生真的要囤起来！
32,0,我们的皮肤除了日常保养以外  也要注意定时清洁皮肤哦～
389,0,仙
182,1,生活丨来自一个吃货的自我修养  其实之前我有报名参加天超市小红书“开箱超人”计划，被官方认证了“宝藏女孩”的身份，也太开心了咩！
244,0,??到了之后还蛮沉的，女生如果自己安装还是有丢丢吃力的，还好有来专业的师傅进行安装~~安装之后这样看，椭圆机是不是hin高颜值鸭，精致的外观，线条流畅，宽大踏板，还是市面上流行的白色简约ins风，摆在家里也蛮时尚鸭。
290,1,不得不说冻干精华在DIY的过程中好有仪式感哈哈！
266,1,一瓶水，去黄白菜价 真香  仙女们～  柏卡姿玫瑰纯露  hin甜我的肌肤  也可以湿敷呢~
48,1,什么叫真正完美底妆  而且我完全不建议化妆小白入有颜色的散粉  有颜色的会影响整体妆容  我用的这个尔木萄散粉[哇R]  对初学者就很友好  因为透明散粉更好打造清透妆容  不会显得假白假白的[喝奶茶R]  它的这个粉质细腻 肤感很舒服  妥妥的轻盈空气感！！
202,0,这个马蹄遮瑕刷球球你们试试！
313,1,5%的氨基酸精华  所以是可以有效软化牙菌斑，减少牙结石的形成  而且还能刺激牙龈的胶原蛋白生成，滋养紧致牙龈  预防口腔初老，保护口腔健康  用起来我也是敲喜欢的，膏体饱满紧实  入口温和不刺激，搭配高露洁牙刷  会刷出丰富细腻的泡沫  它的味道是馥香的茉莉花的味道  刷完整个口腔都是淡淡的花香  比起那些刺激的薄荷味 我更i这个呢  刷完之后 牙齿变得很光滑干净哦  我坚持用了三个多月吧  感觉我的牙齿干净了好多  主要是牙结石有在变少  而且牙龈更加紧致粉嫩了  感觉牙缝比以前更小了  真的hin好用呢 谁用谁知道噢  姐妹们，快点get起来吧~
45,0,?理肤泉B5修复霜  这个在网上争议还是蛮大的  估计是使用方法不妥当叭  我按正确?的使用方法用下来  不仅不会长痘而且对印痕还hin友好  像皮肤破损红肿的地方也能妥妥的修护好～  ·  我一般对印痕的地方是局部厚敷  等待1005min之后洗干净  刷酸或者皮肤状态不好的时候  我就会把乳霜挤在手心上乳化之后轻拍上脸  让乳霜停留在脸上过夜就ok啦～
198,0,地址：K11购物艺术中心负一楼B113  地铁：地铁1号线黄陂南路站    外套 ｜The Island 集岛  针织连衣裙｜  项链｜模范周一 MODEL JOY 橘发熊项链 甜美可爱百搭
178,0,银耳精粹  这个补完水的同时紧紧地锁住水  用着脸蛋好像快可以捏出水了都[萌萌哒R][萌萌哒
50,0,[汗颜R]特别还有人一上来  就安排贵妇散粉  不是贵的就是最好的  适合自己才是最好的！
108,0,滑到没朋友  之前一直用科颜氏家的护肤品  逛时刷到了他们家的身体乳  我属于离不开身体乳的干燥少女哈哈哈  每次洗完澡如果不涂身体乳的话  第二天胳膊腿可以脱一层皮了  正好平时用的身体乳用完了就入手啦～
97,0,有贵妇级护肤品的同款成分，抹在发丝上简直是给头发做spa！
312,1,这一两年在看牙上真的花了不少钱 所以开始对刷牙这件事更上心了  奈何牙龈很敏感 用了很多款牙膏感觉还是不太友好  最后被这款高露洁氨基酸牙膏种草到了～  第一次知道它就是在小红薯上  看了宋妍霏小姐姐的安利，后来做功课才知道原来也是王一博的同款  所以立马下单，打算买回事试试看  因为我看说它是可以减少牙结石的形成，预防口腔初老  收到后好喜欢哦，蓝金配色真的是高级  设计师合作款更是美腻  上面blingbling的翅膀图案我爱啦  拿在手上沉甸甸的，也非常有质感  高露洁小蓝管是全球首创氨基酸牙膏  将氨基酸平时用在护肤品上比较多 这次用在牙膏上真的很赞了  而且它是含有了纯度高达98.
5,1,第①次在家自己用液体发膜  效果真是立竿见影诶！
205,0,而且它非常的清爽，不会油腻厚重，所以个人感觉所有肤质都能轻松hold住的哦~
265,0,整个色调属于自然大地色。
373,0,拥有维密Bombshell同款香，洗完都会有持久留香，伪装心机体香无压力！
95,1,这款卡诗高能发膜，真的太绝！
253,0,洗头洗澡从洗发水到护理液等等等等  没有个把小时根本完事不了！
17,0,书籍分享3/不努力你都不知道到底多优秀
45,0,失望R]谁说混干皮就不用定妆的！
151,0,洱海の好天气 |2021牛年实用祝福语录！
286,0,另外还富含一种对大敏皮很友好的成分神经酰胺  像小美这种动不动两颊就泛红敏感的妹子  每次用完它都可以起到舒缓的功效  ?一款阔以抗老、补水、维稳、舒敏的冻干精华  如果你是皮肤不稳定的初老党一定要康康它！
30,0,我自己经常用的是法国薇婷的脱毛蜡纸
175,0,?
42,0,护肤好物 | 常年回购的神仙组合 烂脸不再怕  因为脸上长年备受闭口的困扰  所以针清+刷酸成了护肤上必不可少的部分  但是针清之后会有留下一些小伤口  弄不好可能会留疤[哭惹R]  刷酸脸又容易泛红、起皮  所以修护就尤为重要啦～
188,0,在这里，在这里！！！
150,0,好了，还有什么想问的下面留言哦！
55,0,爱喝奶茶的姐妹们要注意了  天天喝奶茶可乐牙齿越来越黄  涂再好看的口红也没用??  给人的印象分一下子就拉下来了...  为了让我的[斜眼R]牙齿重新变白  我入了介个高露洁白牙小灯管  也就是欧洲火爆的高露洁无水酵素牙膏  我是被ins上的小姐姐种草的  当时看她说介个牙膏5天就能见效！
305,0,叠了四个颜色给你们参考～  眼影：glamlite绿披萨盘?星云闪片  腮红：ofra-belini  唇膏：p1-3黑色单用?透明唇蜜  p4 自调蓝绿色哈  ??项链：moonwild野月亮  妆容分享
16,0,像现在冬天经常在室内用SPF30的刚刚好，就不需要额外的防晒霜了。
210,0,倍舒特夜用卫生巾
367,0,留香！
119,0,新色首发！
123,0,而且！
18,0,找到了！
347,0,个护好物｜牙齿敏感用什么牙膏？
269,0,粗糙脸用完哐哐哐滴水！
369,0,今天就给姐妹们安利我的宝藏沐浴露  妙芙谜富勒烯清爽鎏光沐浴露  -  春夏交替是我们皮肤最最敏感的时候！
194,0,快点快点  惊喜盒子
10,0,新年送礼我选它！
276,0,上脸的肤感很细腻  没有稠稠的厚重感！
326,0,被化妆师朋友安利的宝藏冰川面霜????  还是跟腊梅同实验室研发的 肤感不输大牌！
142,1,我感觉它的质地就肥肠的适合我  是那种清爽而不粘腻的 流动的蛋清质感  对于我这种混油皮真是满满的友好！
148,0,不然很快塌下来。
