,label,text_a
49,1,P.A精油按摩的感觉  特别是眼妆和唇妆部分  轻轻一揉就可以卸干净  脸上的妆很快都溶解下来  遇水一秒乳化!  再用清水洗一下就干净了  卸妆的同时还可以舒缓面部过.
157,0,没让人失望！
311,1,好物分享｜王一博同款牙膏，都给我get！
122,0,只需要停留五到七分钟就可以一毛不留  轻轻用湿巾擦掉再洗净就好了！
107,0,一定要入手的身体乳！
141,1,护肤好物 | 每天3分钟看得见的小V脸  Angelababy真滴太美了  看到她也在用介个丸美的晶雕精华  很是心动 所以就入手啦～  它不光貌美 效果还绝绝子！
226,0,（讲真，它可是我控油的大功臣呢）
203,0,我很喜欢它的肤感，上脸好高级的感觉，吸收速度也快，噌噌噌就被肌肤喝进去了一样。
106,1,鎏金珍珠妆 这清透光泽实在美丽  快来康康我又发现了什么宝藏叭  原来是Burberry新出的金·气垫鸭
112,0,斜眼R]  你要悄悄变美丽！
142,0,呼声高得仙子毛夹睫毛教程来了！！！
387,0,这个小的夹板可以用来弄刘海跟简单的造型呢。
250,0,竟然这个羞羞步骤都有！
114,0,哈哈哈
365,0,选沐浴露，只是简单的清洁是不够的  对我来说一款好的沐浴露  养肤！
254,0,宝藏眼影我不能再私藏了！
92,0,坠近真的太烦恼了…
195,1,潮流合伙同款BABAMA Pop-up Store  金光闪闪的BABAMA??首家Pop-up Store就在K11  金光灿烂的富贵即视感，闪耀无比，这里还有潮流合伙人同款的黄金香炉，亲眼看到还是很震撼的！
9,0,再偷偷跟你们说哦  效果跟你们去理发店几百块的护理一样呢  所以集美们快快拯救荷包拯救干枯发质吧！
238,0,哈喽集美们有没有在认真防晒呢？
52,1,[偷笑R]  还赠送了散粉刷和粉扑[
146,0,3??睫毛打底干了后可叠加睫毛膏，??睫毛刷头要垂直分开一簇一簇刷！
219,0,化妆没小半会…
249,0,女生洗澡1H？
119,0,新色首发！
344,0,质地成膜跟快，水嘟嘟的～  这个色系黄皮也可以～
172,1,千万不要错过哇～  1??上支付宝搜海淘  -上方就会出现“一键领取春节锦囊”  2??点击领取锦囊  -领88元锦囊-海淘折上折  3??领取完毕进入海淘页面  各种品类都有巨.
137,0,过年眼妆就她了  俺今天正经po个眼影盘~
257,0,图文来自博主你的达达感谢授权
127,0,点！
173,1,大的折扣和优惠力度  4??十大海淘平台  -Lookfantastic  -Luisaviaroma  -别样  -iherb  -发发奇  -万物心选  -泰海淘  -惊安殿堂  -Zenmarket  -华洋保健品连锁  5??接下来就是你们的剁手时刻??  快趁着春节期间有红包领～  赶紧去看看自己想买的！
181,0,选择困难本人就先all in了
76,1,青色atelier intimo-焦土重生珊瑚蕾丝无钢圈上衣  蕾丝太精zhi了  用的是世_界三大殿_堂级蕾丝之yi的  列维斯手工蕾丝 人工古_法编织 工艺精_湛  高级感满满 巨有设计感！
331,1,除了黑白调的高级感xing冷淡风之外，使用效果整体得分也是优秀  都说OI系列是：在家也能轻松搞定的沙龙级护发  果然SZD！
209,0,姐妹们，春天到了，担心换季肌肤不稳定的姐妹，赶快入手哦~
208,0,而且这段时间熬夜，肌肤也又没有出现泛红的情况，真的是好爱它啊！
34,1,怎么滴我也要换换风格了……  今天po两只敲适合春天涂的色  都是正宫御品的唇釉～
323,0,叹气R][
100,0,发膜的质地水润轻盈，一点也不厚重，还很好吸收。
320,0,[偷笑R][偷笑R]  不管是外形还是啥事 我都比较喜欢操心，在相处的过程中，也能体验神奇的感觉，很舒服哦。
120,1,水之蔻脱毛膏是我每年都要囤的  用过之后就觉得其他的都是浮云了  在性价比方面它真的是拿捏滴稳稳的！！！
176,1,这是补水罐吧，怎么才发现这个宝藏补水面膜  冬季怎么擦水脸上都干干的，冷风一吹起皮泛红说来就来[
316,1,SUMYU2021新款水晶珍珠项链，非常的有复古风格，小众原创设计，高级感轻奢感UP！
65,0,刷完嘴里只剩清香！
190,1,这乐凡VCIP闪光面膜~  才三个月不见，放假回家老妈都怀疑自己眼睛！
329,0,精致护发｜浴室里的高颜值护发好物  每次po日常照片，评论都有说羡慕我这头黑发  来分享浴室里的这一套高颜值护发～  .
110,0,偷笑R]  减肉的铁子也别拍 低卡不会变?半  体验行走的反光板带来的快落！
6,0,姐妹们，冲鸭[派
231,0,而且还都是很温和，没啥乱七八糟添加  即使是豆敏皮都能踏实的用起来  -  油皮姐妹赶紧冲  你会感谢我的！！！
66,1,这这这，就拿这个高姿防晒来说  我觉得这使用感真心不差呀  鹅且我这混油即使夏天用也觉得挺清爽的  不会闷着或者太厚了~
269,1,当然，化妆前防晒工作也要做好，即将入夏，最见不得厚重的底妆了，所以买了三合一的Belli防晒霜，隔离+防晒+BB霜为一体哦~质地很轻薄，不会闷痘痘，属于纯物理防晒，敏感肌和孕期都可以用呢！
314,1,光雕美容仪是无线设计，上手好轻便  而且有射频、红光、微电流和复合缓释四重混合波能  波形还是可以根据自己脸型定制的  这样的黑科技估计也只有资生堂这样的大牌才有吧  光雕精华质地清爽，上脸吸收的很快  而且里面有复合酵母、肌醇  可以有效地帮助胶原蛋白和弹力蛋白的生成  关键的还是使用起来真的方便  光雕精华搭配光雕美容仪全脸使用一次只要6分钟  用完之后可以直接后续的护肤流程，真的是神仙设计  做完之后明显感觉到脸部肌肤紧致提拉  苹果肌砰砰起来了，法令纹也淡了，真的是爱了  现在橙色APP已经可以预定啦，我先去下手了，有需要的姐妹一起冲鸭！
73,1,搭CP组合 效果真的不要泰好??  -  它家的SPA SUISSE COMPLEX技术  加强了我们肌肤的k糖化作用  -  我总在想如果我没有这个宝藏精华  我的皮肤会变成什么样子 不敢想象?♀
29,0,姐妹们想收获一枚个性一点的香水  它就是不错的选择呀～
359,1,这神仙芝士酱！！
11,1,柠檬茶里有小星星诶！
24,1,脱毛蜡纸你用对了吗！
337,0,坚持用了一段时间 脸蛋不但水润好多还有弹性嘭嘭的~~~  真称得上补水届的天花板！！
202,0,众所周知，AHC家的产品都比较温和，敏肌姐妹也可以安心使用哦。
235,0,有点紫调！
297,0,这什么轻薄的神仙持妆粉底液！
140,0,如果是新手的话，一定要试试这个盘  啊对了，他们家的一飞冲天睫毛夹我耶入了，挺好使  我的睫毛太塌了，所以看着效果不明显，加上我拍照技术有限  八过这款睫毛夹使用下来，跟我睫毛还挺合适。
87,0,介个新年的耐打妆容全靠他了，给我盘！
357,0,春日穿搭 周末在好玩的凡几市集～  -  大型有趣灵魂聚集地  凡几市集好玩子！！
164,0,祝各位一年开怀大笑。
74,0,?  20岁左右就要有k糖化的意识了姐妹们  k糖化k初老的精华是真的很有必要了??
19,1,只属于我一个人的高级气质香?  早就厌倦了满大街相同的花果香  相比之下！
263,0,这一款一点都不吃粉，气孔非常均匀细腻哦，而且性价比也超高的49元就有两只，学生党也能入手呢。
358,1,感觉全上海的年轻人和可爱宠物都来了  每个小摊儿都很好逛  逛吃逛吃停不下来  这次与好多喜欢的原创品牌相认了  国内的原创品牌真的做得越来越好  已经期待下一次凡几市集了嘻嘻  -  ootd  连衣裙&西装：Sleepy Bunny  鞋：ORiental TRaffic  春日时髦精
368,0,缺一不可！
219,1,可以舒缓修护泛红  所以我现在用这个精华水 不仅皮肤平滑了不少 也没有爆皮泛红  我姐姐她一干皮敏感肌用着都说很喜欢！！
257,0,我的浴室少不了它  成分天然，没有啥高wei防fuji  炒鸡温和的那种，敏感肌都可用  质地很清透，有淡淡的植物清香  泡泡还软软的，洗完香香的没有异味  特别夏天和姨妈期，用起来很清爽很干净  敲舒适，女生真的要囤起来！
75,1,好物分享穿一次就想回购的bra  一直不喜欢传统款式的内衣  以前只觉得万件蕾丝一种风情  直到遇见它 改变了我对蕾丝内衣的刻板印象!
184,1,赞R] 全方位的给肌肤深层补水，而且还可以当睡眠面膜来用 用在面霜之后 ，  还可以搭配他们家多维面膜一起，效果真滴惊艳 ，急救补水抗老，这一套下来，妥妥的水嫩婴儿肌[扯脸H]  -  秋冬补水面膜｜干敏皮面膜｜补水涂抹式面膜｜德
214,1,就跟着去买了一堆  不懂选择产品又不懂刷酸频率 就这么断断续续的几年下来  觉得自己皮肤越来越差特别容易泛红和爆皮  最近刚听了我姐的话买了一支精华水  哇！！！
67,1,-  值得一提的是，牙膏里面添加了真酵素?  是市面上唯一采用酵素成分美白的牙膏～  在刷牙的过程中阔[偷笑R]以溶解内外部牙渍！
51,1,我的尔木萄散粉价格就不到五十  两杯奶茶钱哎！
101,0,使用方法也很简单，用完洗发水并冲干净后，在发梢处涂抹上一层，轻轻揉搓1??分钟，帮助吸收后再冲洗掉就ok啦！
77,1,纤细的三角杯 深V设计  温柔包裹每一寸肌肤  搭配细长的背带 可以露出迷人的锁骨~  而且这款内衣采用的是无钢圈杯型  穿在身上没什么束_缚 包裹性很好  贴身衣物的舒适度真的太重要了!
160,0,你是坠棒的！
253,0,洗头洗澡从洗发水到护理液等等等等  没有个把小时根本完事不了！
229,1,酒渍车厘子就是醉显白的！
10,0,新年送礼我选它！
309,0,作为间歇性剁手用户，不买gui的只买对的！
301,0,持妆控油效果很可 带妆8~10h没啥问题  越夜越美腻就是说它了  上妆服帖持妆又不拔干  泵头设计取量方便  -  怎么可以有这么全能的粉底液哇！
120,1,温柔的不得了的玫瑰豆沙！
44,1,维生素原B5  还加?入了积雪草苷来帮助促进肌肤更新  所以取下来后就可以发现  起皮 泛红的地方都会淡很多～  ·  ?
317,0,最好吃的奶油蛋糕
338,0,干皮泰爱了！
124,1,气质又温柔昂～过年涂  拜年太适合了啦  #T31 甜豆时荼  这个蛮日杂感满满啊～带妆涂又甜又酷
288,0,它的包装是小美喜欢的极简风  满满高级的院线风  一看就很安心的感觉～
45,1,?理肤泉B5修复霜  这个在网上争议还是蛮大的  估计是使用方法不妥当叭  我按正确?的使用方法用下来  不仅不会长痘而且对印痕还hin友好  像皮肤破损红肿的地方也能妥妥的修护好～  ·  我一般对印痕的地方是局部厚敷  等待10-15min之后洗干净  刷酸或者皮肤状态不好的时候  我就会把乳霜挤在手心上乳化之后轻拍上脸  让乳霜停留在脸上过夜就ok啦～
170,0,今天特意整理了十大热门海淘网站?  只要在支付宝页面购买优惠力度就巨.
280,0,我还te意去做了功课！
133,0,?  一个白白净净的脸真的很加分！！
72,0,#美貌营业中
72,1,奶茶妹妹康过来丨k糖化精华用起来了吗  -  对于每天上班都要喝一杯奶茶的我来说  每天都摄入满满糖分的全糖少女  是保持这么QQ弹弹的肌肤的呢  -  其实我平常的护肤步骤跟姐妹们都差不多  但是我每次敷完面膜一定会加一个步骤  就是加上这个?诗帕苏茜樱花精华?  1???1??百
305,0,相信你们会忍不住入它  希望所有有缘看到的小姐姐都能像爱惜脸蛋一样
8,0,而且从发根到头发丝儿都感觉汲取足够的营养  整个焕然一新自带高光了哇！
306,0,「锌」动不止计划｜第一波体验官名单已出  终于到了开奖环节咯！
17,1,紧塑焕白日乳：  主打的还是悦薇的老套路4-MSK+VP8，还添加了咖啡因，明日草提取等成分，说是美白抗衰，我觉得一般乳液抗衰效果都一般般，再说美白，主要也是因为有防晒所以间接的阻隔了紫外线，让我们不会在不知不觉中产生皮肤色沉和暗黄。
92,0,宝藏修护秘籍|轻松告别稻草发质  一头柔顺的秀发对于一个女生来说真的太重要了！
50,1,[汗颜R]特别还有人一上来  就安排贵妇散粉  不是贵的就是最好的  适合自己才是最好的！
176,0,看韩剧总是羡慕女生吹弹可破的脸蛋  又透又亮像瓷娃娃似的！！！！
264,1,轻轻松松画一个精致好看的妆容，涂酷恐龙蛋真的是太赞了！
153,1,我妈夏天给我做了一次水果茶我就离不开了  追着我妈教我之后每个月都得做  酸甜解腻又健康（用蜜桃乌龙茶做的  ?准备一些自己喜欢吃的水果  （柠檬 橙子 百香果 草莓一定要试试  切成小块或者片的  ?用水把冷萃茶冲开  茶包也可以 按自己喜好来  我放的是桃子乌龙味的入 续盖碗茶  再放点糖浆（根据自己口味来 也可不放  如果是热水冲等冷却一会再放水果进去  酸的甜的都中和一下  ?泡5到10分钟  搅一搅就能喝啦（加冰块更好喝一点  没啥热量还好喝！
182,0,生活丨来自一个吃货的自我修养  其实之前我有报名参加天超市小红书“开箱超人”计划，被官方认证了“宝藏女孩”的身份，也太开心了咩！
371,1,-  添加了富勒烯精华，能够帮助皮肤补水，清爽舒适，搭配澳洲茶树精油和金缕梅精华能舒缓调理肌肤的同时还能帮助改善干燥或受损的肌肤状态，洗完以后感觉全身都焕白清爽，水水润润的摸起来还滑溜溜滴~
149,1,眼影盘：NYX眼影盘  ：女神秘语#爱丽丝金棕（视客网入）  双眼皮贴：yakusku#日用01  蜜桃色和珠光黄色好适合春日画，谁画谁软妹，画好消肿又清纯，这个眼影盘颜色充足，适合大部分妆容，持久不飞粉！
126,0,黑！
293,0,再按摩至完全吸收！
261,1,看到好多博主都在用蓓慕灵芝水，我就也买了一瓶用来晚上湿敷，不仅可以舒缓泛红，还可以补水，毕竟一到换季皮肤就干的很。
343,0,气质有温柔～厚涂棕调比较多！
278,0,都不咋挑皮，显白还好搭配妆容  质地是轻薄水润的柔雾质地，  干了之后就是雾面的啦～  妆前做好打底后续是不会拔干的  彩妆分享
244,1,质地轻盈水润 流动性好成膜快  轻薄的同时不会给肌肤带来任何负担  防水防汗不熏眼睛不闷痘  各种肤质的集美都能用  成功晋升我的挚爱防晒单品  50m的才200+ 性价比真的
134,0,??  低min的哈，卸掉easy！
35,1,我真的爱了  原来介个泡泡面膜里面含有烟酰胺哎  大家对它都不陌生啦～
10,1,你的味道是“思”密的分享  月光下呼吸着你的气息  清晨醒来看到枕边的你  他说有时闻到一种味道就会想你??  ～  异地的浪漫  也可以是寄给他一瓶关于我的香水  入了ASSASSINA莎辛那—枕边的你  让我颠fu了对香水的认识  这个香型是尊的会上yin  和男朋友约会小细节就看它的  稀饭它起初是因为它的颜值  包括他设计中的小细节  3D立体瓶身?十字桃心瓶盖  以及磨砂质地瓶身  寄给男朋友一瓶我的味道  等我们老了再闻一闻  回想起记忆里的这段异地时光  回想起曾经的我们  原来这段文字也在散发香味
254,0,毕竟日常清洁护肤很重要，该有的步骤一个都不能少！
185,1,清爽的黄瓜味，也太满足了吧，有四筒，每筒有五罐，20罐感觉可直接消磨到除夕啦，三五朋友们聚会的时候拿出来，也太有面子了吧！
116,1,从油画里走出来的人间枯蔷薇~  好一支油画感满满的干枯水雾蔷薇~  厚涂棕调会比较明显，配上哑光质地 真·高级又显白  而且完全不挑妆不挑人~
70,0,不要再给什么“进口”交智商税了…
138,1,质地跟普通的精华不一样的乳液质地  吸收很快 不用担心闷痘～  美白界的造氧机?解决肌肤缺氧问题  把肌肤里面的黑色素和脏东西都排出来  用下来能让肌肤有透亮净白会呼吸的感觉  用完就是有通透白皮的氧气美少女本人了  3??  雅诗兰黛肌光精华 30ml/800+  透明水状质地 这款更适合豆豆肌  美白效果略略略输于前面两款  不过想要消yan去豆印 倒是可试试这款！
125,0,有一点蓝今天的妆容够干净吧  坠近真的是蓝色眼妆啦！
306,0,好好护理自己的小脑袋
91,0,Paris Miss J的生活好物
275,0,哈哈哈哈哈哈哈哈，不知不觉就成了一个亲子杯了[doge]  好物分享
26,1,很多宝宝们害怕用脱毛蜡纸  觉得会疼，会扯伤皮肤  都是因为没！
62,1,偷笑R]牙渍  可能很多敏感牙齿的姐妹会比较担心  害怕美白类型的牙膏用起来刺激  但是高露洁无水酵素牙膏采用的超细颗粒摩擦剂  不会伤害牙釉质  所以是牙齿敏感[大笑R]也适用哦  起泡很快！
